turn,city,resource,price,demand,supply,traded,imported,exported,stock,satisfaction,city_money
51,Farmland,Food,0.6141,74.8073,68.5723,8.5715,0.0000,60.0008,12.6563,0.5874,1240.7773
51,Farmland,Wood,0.5199,58.3308,58.9373,58.9373,23.0711,0.0000,14.7537,0.9655,1240.7773
51,Farmland,Tools,3.3253,5.3481,7.1964,7.1964,0.0000,0.0000,2.9542,0.8629,1240.7773
51,Forresty,Food,1.1624,34.2774,27.1437,0.0779,47.1711,0.0000,19.6319,0.8699,466.5068
51,Forresty,Wood,0.2617,156.8609,138.0526,68.6801,0.0000,69.3725,73.6053,0.7297,466.5068
51,Forresty,Tools,4.1784,6.7576,6.4552,6.4552,0.0000,0.0000,2.4700,0.8813,466.5068
51,Craftovo,Food,0.8116,24.4549,30.7388,15.3694,0.0000,15.3694,4.6641,0.4993,503.8657
51,Craftovo,Wood,0.4156,70.9341,134.4487,123.0765,0.0000,0.0000,47.2964,1.0000,503.8657
51,Craftovo,Tools,1.9221,14.2185,16.0115,0.5004,0.0000,15.5111,5.6598,0.4572,503.8657
52,Capitalist,Food,1.0453,85.9984,75.0408,23.7739,68.2883,0.0000,44.8757,0.9371,2214.3326
52,Capitalist,Wood,0.4633,197.9097,184.4311,30.8832,149.0811,24.1776,165.6965,0.9886,2214.3326
52,Capitalist,Tools,3.4851,17.7375,21.9635,5.8720,12.1001,14.7204,14.1529,1.0000,2214.3326
52,Farmland,Food,0.6751,75.7078,68.8596,8.6075,0.0000,60.2522,11.5085,0.5274,1278.4632
52,Farmland,Wood,0.5719,76.7659,60.0423,60.0423,22.9688,0.0000,11.0655,0.8862,1278.4632
52,Farmland,Tools,3.6579,9.2252,5.1639,5.1639,0.0000,0.0000,2.3800,0.6973,1278.4632
52,Forresty,Food,1.0461,32.9233,44.5827,28.9640,0.0000,0.0000,14.3479,0.6154,444.6112
52,Forresty,Wood,0.2355,135.4554,159.0008,33.2390,0.0000,125.7618,49.0447,0.7669,444.6112
52,Forresty,Tools,4.5963,8.0109,6.1843,1.3659,13.9844,0.0000,10.6570,1.0000,444.6112
52,Craftovo,Food,0.8928,37.1036,23.2605,11.6302,0.0000,11.6302,5.4321,0.4351,562.5930
52,Craftovo,Wood,0.3808,57.1159,62.3313,31.1657,0.0000,31.1657,15.7659,0.6703,562.5930
52,Craftovo,Tools,2.1143,19.1388,14.5565,1.8196,0.0000,12.7369,6.2290,0.5343,562.5930
53,Capitalist,Food,0.9408,35.0796,102.0734,47.2556,35.3047,0.0000,44.2156,0.8927,2200.7018
53,Capitalist,Wood,0.4170,151.0348,268.6762,61.1500,103.6995,89.0942,150.5540,0.9274,2200.7018
53,Capitalist,Tools,3.1366,12.3577,16.3339,1.7484,15.1080,14.5856,11.6085,1.0000,2200.7018
53,Farmland,Food,0.6558,72.2026,74.3256,37.1628,0.0000,37.1628,17.4541,0.7297,1218.1668
53,Farmland,Wood,0.6291,90.8986,63.9130,42.8078,84.6395,0.0000,43.4084,1.0000,1218.1668
53,Farmland,Tools,4.0237,12.3179,6.0096,0.7939,12.1953,0.0000,9.0937,0.9788,1218.1668
53,Forresty,Food,0.9415,13.5522,34.5549,34.5549,0.0000,0.0000,4.3439,0.7909,471.1507
53,Forresty,Wood,0.2120,119.0429,148.7453,39.5879,0.0000,109.1574,46.7458,0.7315,471.1507
53,Forresty,Tools,4.1367,4.9602,10.6564,5.9852,1.6610,0.0000,7.3585,0.9973,471.1507
53,Craftovo,Food,0.9821,57.4083,29.2796,29.2796,0.0000,0.0000,4.7356,0.6853,609.9807
53,Craftovo,Wood,0.4189,128.4601,55.4817,55.4817,0.0000,0.0000,17.7473,0.6635,609.9807
53,Craftovo,Tools,2.2744,18.2481,16.9634,1.0602,0.0000,15.9031,5.7128,0.4805,609.9807
54,Capitalist,Food,0.8467,43.4577,106.4156,19.2727,27.0880,86.6704,11.5904,0.7053,2212.4809
54,Capitalist,Wood,0.3753,131.8161,238.4426,22.8176,103.4050,49.6134,196.6947,0.7270,2212.4809
54,Capitalist,Tools,3.4503,19.8349,16.1314,5.8773,14.1504,0.0000,21.9630,1.0000,2212.4809
54,Farmland,Food,0.5903,37.6883,75.8709,35.6688,0.0000,28.5136,25.0553,0.7701,1233.0393
54,Farmland,Wood,0.5662,12.8505,81.2060,52.2334,20.4120,0.0000,41.8697,0.7954,1233.0393
54,Farmland,Tools,3.6213,4.6732,10.1504,5.4094,0.0000,0.0000,8.1414,0.6468,1233.0393
54,Forresty,Food,1.0357,31.2254,25.4436,25.4436,13.0317,0.0000,4.5565,0.8200,489.3910
54,Forresty,Wood,0.2332,180.9808,145.1298,36.2825,0.0000,108.8474,50.2813,0.6714,489.3910
54,Forresty,Tools,3.7230,5.2681,9.4976,9.4399,0.0000,0.0000,4.0060,0.8902,489.3910
54,Craftovo,Food,1.0803,63.5817,28.4327,4.1647,69.3053,0.0000,27.1987,1.0000,565.0888
54,Craftovo,Wood,0.4608,143.2190,54.4646,54.4646,26.7206,0.0000,17.8031,0.8247,565.0888
54,Craftovo,Tools,2.3507,17.5940,17.0231,2.1279,0.0000,14.8952,5.3337,0.5562,565.0888
55,Capitalist,Food,0.7620,38.9129,79.0141,45.7482,15.3260,33.2660,11.2925,0.7924,2257.1107
55,Capitalist,Wood,0.3377,175.0977,281.3480,96.9276,47.5000,184.4204,82.3258,0.7945,2257.1107
55,Capitalist,Tools,3.1052,10.2609,25.4739,6.7073,15.0074,0.0000,30.9816,1.0000,2257.1107
55,Farmland,Food,0.5442,66.7686,72.4138,42.9929,0.0000,16.1326,28.2868,0.8631,1224.9325
55,Farmland,Wood,0.5096,43.2433,81.3176,52.6848,47.5000,0.0000,45.6175,0.9309,1224.9325
55,Farmland,Tools,3.2592,5.3629,9.9621,5.3629,0.0000,0.0000,8.6291,0.5946,1224.9325
55,Forresty,Food,1.1392,31.6027,28.4068,11.2574,31.6027,0.0000,16.7477,0.7542,469.4310
55,Forresty,Wood,0.2565,173.7468,156.2035,106.2035,0.0000,50.0000,68.2068,0.9477,469.4310
55,Forresty,Tools,3.3588,5.3426,5.9219,5.9219,0.0000,0.0000,2.0713,0.8429,469.4310
55,Craftovo,Food,0.9723,36.7402,41.7305,41.7305,0.0000,0.0000,6.7327,0.9242,548.5259
55,Craftovo,Wood,0.5069,89.8037,55.8436,2.2254,127.6994,0.0000,75.6252,1.0000,548.5259
55,Craftovo,Tools,2.4143,17.3062,16.8504,1.0532,0.0000,15.7973,5.1669,0.4800,548.5259
56,Capitalist,Food,0.8382,88.4211,76.3738,14.1551,64.0236,62.2187,12.7781,0.9174,2321.7235
56,Capitalist,Wood,0.3715,186.2939,143.3302,89.7484,95.9638,53.5818,83.5548,1.0000,2321.7235
56,Capitalist,Tools,2.7947,21.0087,31.5833,15.7916,0.0000,15.7916,12.5659,1.0000,2321.7235
56,Farmland,Food,0.4898,66.3605,80.2316,12.8383,0.0000,67.3933,13.1140,0.7237,1248.0718
56,Farmland,Wood,0.4586,43.1041,80.9859,73.1578,35.3036,0.0000,36.8298,0.9592,1248.0718
56,Farmland,Tools,2.9333,5.4425,9.4605,8.3203,0.0000,0.0000,6.3301,0.7985,1248.0718
56,Forresty,Food,1.1298,36.9291,37.2378,4.3654,27.2069,0.0000,22.1749,0.7061,415.9270
56,Forresty,Wood,0.2309,143.3991,159.3067,58.2922,0.0000,101.0145,67.9033,0.7297,415.9270
56,Forresty,Tools,3.6947,12.4373,5.6347,2.7666,15.0020,0.0000,11.1400,1.0000,415.9270
56,Craftovo,Food,1.0695,32.1387,25.6429,0.0000,31.9009,0.0000,21.9297,0.6283,514.2778
56,Craftovo,Wood,0.4562,53.0558,101.0221,32.4402,15.5991,0.0000,76.8967,0.6345,514.2778
56,Craftovo,Tools,2.6557,17.0768,15.0702,15.0702,0.0000,0.0000,10.7115,1.0000,514.2778
57,Capitalist,Food,0.9221,123.9154,80.0496,11.1699,54.4205,68.8797,11.0262,0.8216,2291.3802
57,Capitalist,Wood,0.4087,245.4854,172.7620,72.1456,116.1789,25.4494,140.6648,0.9670,2291.3802
57,Capitalist,Tools,3.0742,25.7729,15.0988,12.3938,13.3791,0.0000,21.3767,1.0000,2291.3802
57,Farmland,Food,0.5388,84.7672,65.4683,8.1835,0.0000,57.2847,14.5969,0.5214,1276.8139
57,Farmland,Wood,0.5027,62.1866,56.7262,56.7262,24.1769,0.0000,17.5906,0.9444,1276.8139
57,Farmland,Tools,2.6399,5.5265,6.3745,6.3745,0.0000,0.0000,4.2200,0.8061,1276.8139
57,Forresty,Food,1.0168,19.4049,42.8378,42.8378,0.0000,0.0000,3.9971,0.8909,450.3603
57,Forresty,Wood,0.2078,113.4196,144.5871,22.2935,0.0000,122.2935,47.5607,0.7372,450.3603
57,Forresty,Tools,3.3252,6.5124,8.8076,6.7750,0.0000,0.0000,6.3293,0.9911,450.3603
57,Craftovo,Food,1.1764,63.7449,38.8803,0.0000,65.4357,0.0000,32.4040,1.0000,481.4457
57,Craftovo,Wood,0.5018,138.5654,107.1074,107.1074,0.0000,0.0000,29.5352,0.9786,481.4457
57,Craftovo,Tools,2.3902,10.6046,17.1285,3.0452,0.0000,14.0833,4.8555,1.0000,481.4457
58,Capitalist,Food,0.9192,80.0596,80.3099,45.8575,62.9765,0.0000,37.9602,0.9867,2280.2425
58,Capitalist,Wood,0.3850,200.6971,213.0274,39.6592,47.5000,173.3682,50.0788,0.7443,2280.2425
58,Capitalist,Tools,2.8665,17.1271,18.3681,8.5226,9.8237,0.0000,25.5625,1.0000,2280.2425
58,Farmland,Food,0.5903,80.8223,73.7647,7.4736,0.0000,66.2911,13.2521,0.5113,1256.7734
58,Farmland,Wood,0.5451,68.0167,62.7339,4.6188,127.0235,0.0000,79.7971,1.0000,1256.7734
58,Farmland,Tools,2.9039,9.3141,5.1212,5.1212,0.0000,0.0000,3.7871,0.6778,1256.7734
58,Forresty,Food,0.9828,27.5168,28.4680,28.4680,0.0000,0.0000,3.9053,0.6838,468.6481
58,Forresty,Wood,0.2286,182.8776,137.7189,87.7189,0.0000,50.0000,68.7191,0.8700,468.6481
58,Forresty,Tools,2.9927,5.4270,6.8929,6.8929,0.0000,0.0000,3.0280,0.8826,468.6481
58,Craftovo,Food,1.0588,32.2280,46.2659,46.2659,0.0000,0.0000,5.0182,1.0000,494.3360
58,Craftovo,Wood,0.5054,64.2835,63.8262,27.5707,37.6763,0.0000,53.0972,0.7111,494.3360
58,Craftovo,Tools,2.5034,16.8806,16.1170,5.7762,0.0000,10.3408,5.0838,0.8347,494.3360
59,Capitalist,Food,0.8273,71.5358,93.6929,49.4420,61.5449,44.2509,26.5553,1.0000,2333.2306
59,Capitalist,Wood,0.4235,205.4540,155.8925,105.8925,111.6039,50.0000,79.8901,1.0000,2333.2306
59,Capitalist,Tools,2.5798,20.7855,25.2928,1.8057,0.0000,23.4871,5.6265,0.8508,2333.2306
59,Farmland,Food,0.5313,67.3073,77.5267,12.7426,0.0000,64.7841,12.0216,0.5860,1268.0784
59,Farmland,Wood,0.4906,40.7888,102.5090,79.5200,0.0000,0.0000,34.7578,0.9376,1268.0784
59,Farmland,Tools,3.1943,8.8104,5.5434,2.4201,12.0141,0.0000,9.5563,1.0000,1268.0784
59,Forresty,Food,1.0811,39.8448,26.7621,26.7621,0.0000,0.0000,4.0664,0.6506,474.4912
59,Forresty,Wood,0.2305,157.9836,156.6371,39.1593,0.0000,117.4778,46.8350,0.8070,474.4912
59,Forresty,Tools,3.2919,11.4503,5.7433,5.7433,10.2987,0.0000,8.1175,1.0000,474.4912
59,Craftovo,Food,1.1647,43.2800,24.4901,0.0000,42.0384,0.0000,20.0978,0.7748,424.1998
59,Craftovo,Wood,0.4787,78.8558,83.2445,2.7431,47.5000,0.0000,85.9650,0.5946,424.1998
59,Craftovo,Tools,2.7430,16.7701,15.3056,14.7562,0.0000,0.0000,10.7337,1.0000,424.1998
60,Capitalist,Food,0.8274,77.8882,77.8749,19.2654,61.1371,52.4697,27.4042,0.8624,2367.8504
60,Capitalist,Wood,0.3812,137.9643,164.5491,40.6479,47.5000,123.9012,46.8893,0.7459,2367.8504
60,Capitalist,Tools,2.8378,34.5417,15.4144,14.1791,7.6370,1.2353,9.9126,1.0000,2367.8504
60,Farmland,Food,0.4782,58.9442,68.6452,4.2903,0.0000,64.3549,13.4454,0.4662,1300.4865
60,Farmland,Wood,0.4415,24.6200,72.2370,72.2370,18.9693,0.0000,26.2272,0.8367,1300.4865
60,Farmland,Tools,2.8749,4.7690,8.9866,5.7443,0.0000,0.0000,8.2430,0.7203,1300.4865
60,Forresty,Food,1.1892,33.0964,27.9636,10.6620,30.5592,0.0000,13.6442,0.8103,452.0050
60,Forresty,Wood,0.2536,174.7382,148.4352,95.3118,0.0000,50.0000,85.9558,0.7297,452.0050
60,Forresty,Tools,3.6211,7.1727,6.1037,6.1037,1.1735,0.0000,4.4592,1.0000,452.0050
60,Craftovo,Food,1.0637,39.0365,42.7402,18.6563,19.2870,0.0000,18.1224,0.7803,379.6581
60,Craftovo,Wood,0.5266,134.8584,121.0954,0.0000,98.7368,0.0000,118.8403,0.9245,379.6581
60,Craftovo,Tools,2.4687,4.8538,17.4990,4.8538,0.0000,8.0389,11.8751,0.8378,379.6581
61,Capitalist,Food,0.9102,111.9552,79.7046,60.8220,61.7935,0.0000,44.3473,1.0000,2304.0030
61,Capitalist,Wood,0.4193,249.9800,163.8573,111.9424,116.7170,42.4333,94.6327,1.0000,2304.0030
61,Capitalist,Tools,3.1216,29.3032,17.9573,2.2447,20.5812,15.7127,13.2631,1.0000,2304.0030
61,Farmland,Food,0.5260,82.5897,69.3822,4.3364,0.0000,65.0458,14.9463,0.4669,1356.8682
61,Farmland,Wood,0.3974,48.3573,57.6622,57.6622,0.0000,0.0000,14.4430,0.7781,1356.8682
61,Farmland,Tools,2.5874,5.5430,8.0177,4.0089,0.0000,4.0089,2.8044,0.7664,1356.8682
61,Forresty,Food,1.0860,31.9193,34.9532,28.7929,0.0000,0.0000,7.5549,0.6539,432.4072
61,Forresty,Wood,0.2282,129.4450,159.1879,36.3280,0.0000,122.8600,63.0881,0.7297,432.4072
61,Forresty,Tools,3.9832,9.3478,5.6910,0.1350,14.9270,0.0000,12.6609,1.0000,432.4072
61,Craftovo,Food,0.9574,15.9017,41.1229,41.1229,0.0000,0.0000,9.4530,0.7297,406.7216
61,Craftovo,Wood,0.4740,70.5335,154.1377,41.7701,40.3117,0.0000,108.0622,0.8377,406.7216
61,Craftovo,Tools,2.2218,5.6738,20.1778,2.5222,0.0000,17.6556,4.9523,0.8325,406.7216
62,Capitalist,Food,0.8191,67.4393,82.3842,2.2006,57.5463,70.9422,24.2694,0.8050,2257.4787
62,Capitalist,Wood,0.3773,123.7543,167.3045,9.1877,109.8690,22.4065,173.4056,0.7685,2257.4787
62,Capitalist,Tools,3.4337,23.8259,17.8877,2.0214,15.7805,0.0000,25.2656,1.0000,2257.4787
62,Farmland,Food,0.5786,81.7996,71.3279,10.7529,0.0000,60.5750,13.5852,0.5578,1397.1839
62,Farmland,Wood,0.4371,117.7194,53.8800,53.8800,21.2861,0.0000,16.7714,0.8030,1397.1839
62,Farmland,Tools,2.8461,15.9274,5.3649,2.6825,0.0000,2.6825,3.1315,0.4604,1397.1839
62,Forresty,Food,0.9774,12.4247,30.3106,2.8127,34.7854,0.0000,19.7524,0.7528,428.2179
62,Forresty,Wood,0.2054,77.3532,136.3571,20.7055,0.0000,115.6516,46.9019,0.6995,428.2179
62,Forresty,Tools,3.5849,6.6730,10.8857,5.8636,0.0000,0.0000,8.4373,0.9067,428.2179
62,Craftovo,Food,0.9719,27.9819,27.5639,25.3826,32.6096,0.0000,12.5550,0.9715,417.1195
62,Craftovo,Wood,0.4266,65.3230,143.6811,62.4598,0.0000,0.0000,89.3929,0.6581,417.1195
62,Craftovo,Tools,2.3926,17.1419,15.9184,1.9898,0.0000,13.9286,5.4538,0.5484,417.1195
63,Capitalist,Food,0.7372,23.5910,82.1900,24.3872,24.7565,57.8028,12.9400,0.7414,2300.7382
63,Capitalist,Wood,0.3396,139.3250,258.5609,81.7309,47.5000,153.2209,100.3208,0.7299,2300.7382
63,Capitalist,Tools,3.0904,10.2653,31.7386,11.0112,12.2709,0.0000,32.7358,1.0000,2300.7382
63,Farmland,Food,0.6292,77.9928,71.7183,42.5953,0.0000,26.0595,23.6492,0.7305,1348.2530
63,Farmland,Wood,0.4808,153.1940,57.9630,10.1828,145.5599,0.0000,90.0767,1.0000,1348.2530
63,Farmland,Tools,3.1307,19.3027,5.7970,5.7970,0.0000,0.0000,2.8349,0.6811,1348.2530
63,Forresty,Food,0.8797,26.2809,42.3248,41.5135,0.0000,0.0000,7.7447,0.8038,444.3494
63,Forresty,Wood,0.2259,185.1182,139.3669,89.3669,0.0000,50.0000,84.4625,0.7297,444.3494
63,Forresty,Tools,3.2264,5.3703,9.6121,9.6121,0.0000,0.0000,3.9881,0.9612,444.3494
63,Craftovo,Food,1.0691,34.7031,27.0324,5.8489,54.9126,0.0000,22.9826,1.0000,406.6594
63,Craftovo,Wood,0.3839,65.6974,116.9844,54.5365,0.0000,0.0000,80.2569,0.5946,406.6594
63,Craftovo,Tools,2.3831,17.1542,17.2224,4.3056,0.0000,12.9168,5.0788,0.7105,406.6594
64,Capitalist,Food,0.8109,85.0583,72.0482,29.8499,33.5318,42.1983,12.3399,0.8242,2353.5892
64,Capitalist,Wood,0.3736,223.6488,183.9278,116.9967,118.3732,66.9311,120.9358,1.0000,2353.5892
64,Capitalist,Tools,2.7813,16.9678,32.5845,9.4156,7.4116,23.1689,13.5260,1.0000,2353.5892
64,Farmland,Food,0.5663,59.8081,70.5933,35.2967,0.0000,35.2967,17.7657,0.8588,1300.9211
64,Farmland,Wood,0.5289,104.5066,90.4977,29.5568,63.5845,0.0000,80.6691,1.0000,1300.9211
64,Farmland,Tools,3.4438,17.1936,6.3922,4.4362,13.9682,0.0000,11.1053,1.0000,1300.9211
64,Forresty,Food,0.9676,35.2480,24.3055,24.3055,0.0000,0.0000,4.8418,0.6606,452.4365
64,Forresty,Wood,0.2034,143.8005,166.1378,41.5345,0.0000,124.6034,51.3303,0.8940,452.4365
64,Forresty,Tools,3.5491,7.3273,5.1401,5.1401,8.0423,0.0000,6.4606,1.0000,452.4365
64,Craftovo,Food,0.9622,29.2065,37.2609,11.9426,40.0884,0.0000,20.6845,0.9966,393.0532
64,Craftovo,Wood,0.3455,82.3574,103.4651,55.6300,0.0000,0.0000,74.5089,0.5946,393.0532
64,Craftovo,Tools,2.4748,16.2037,15.6035,7.8017,0.0000,7.8017,5.0985,0.9583,393.0532
65,Capitalist,Food,0.8920,131.6257,79.6300,63.4913,61.4499,0.0000,37.5612,1.0000,2281.3076
65,Capitalist,Wood,0.4109,207.0369,166.5675,56.7026,150.3344,40.7594,171.9105,1.0000,2281.3076
65,Capitalist,Tools,3.0595,24.9205,15.5096,3.9907,14.6504,11.5189,13.8372,1.0000,2281.3076
65,Farmland,Food,0.5097,63.4087,73.9246,9.2406,0.0000,64.6841,12.5747,0.6295,1320.2604
65,Farmland,Wood,0.4760,38.7027,106.7934,57.7073,38.7214,0.0000,65.7773,0.9395,1320.2604
65,Farmland,Tools,3.0994,5.0220,7.4409,7.4409,0.0000,0.0000,5.7111,1.0000,1320.2604
65,Forresty,Food,1.0644,36.3889,29.3614,29.3614,0.0000,0.0000,5.2065,0.6571,449.4329
65,Forresty,Wood,0.2237,182.0748,153.9245,38.4811,0.0000,115.4434,52.2366,0.7063,449.4329
65,Forresty,Tools,3.4888,6.2324,6.3401,2.3477,10.9429,0.0000,11.5331,1.0000,449.4329
65,Craftovo,Food,0.9284,35.7485,37.0491,37.0491,0.0000,0.0000,4.2116,0.8595,448.9992
65,Craftovo,Wood,0.3801,112.6640,89.0349,46.2316,0.0000,42.8033,20.0573,0.7473,448.9992
65,Craftovo,Tools,2.2273,13.4320,16.4496,1.0281,0.0000,15.4215,4.9123,0.4783,448.9992
66,Capitalist,Food,0.8028,48.5198,81.5142,14.5028,33.8660,67.0113,12.1213,0.7934,2263.6330
66,Capitalist,Wood,0.3698,139.8849,229.4241,4.1932,126.2812,50.0000,205.0985,0.9333,2263.6330
66,Capitalist,Tools,3.3654,18.9346,16.1484,4.3015,13.1690,0.0000,22.1180,0.9977,2263.6330
66,Farmland,Food,0.5606,83.0998,71.2969,35.6484,0.0000,35.6484,14.3154,0.9026,1321.7543
66,Farmland,Wood,0.4284,58.9721,88.2591,66.1096,47.5000,0.0000,51.3190,0.9982,1321.7543
66,Farmland,Tools,3.4094,6.0309,5.4570,5.4570,0.0000,0.0000,3.6363,0.8120,1321.7543
66,Forresty,Food,0.9579,23.2927,28.6264,28.6264,0.0000,0.0000,3.5349,0.6907,484.9443
66,Forresty,Wood,0.2164,160.4390,165.8553,32.9276,0.0000,132.9276,47.8091,0.6388,484.9443
66,Forresty,Tools,3.1399,6.5898,8.7187,8.7187,0.0000,0.0000,5.9532,1.0000,484.9443
66,Craftovo,Food,1.0212,62.2256,24.7515,11.9038,63.6607,0.0000,22.9238,1.0000,429.6684
66,Craftovo,Wood,0.4181,144.1950,59.6514,59.6514,0.0000,0.0000,17.7928,0.6930,429.6684
66,Craftovo,Tools,2.4500,17.7792,15.8423,1.9803,0.0000,13.8621,5.4410,0.5457,429.6684
67,Capitalist,Food,0.7226,33.4511,78.4543,19.6136,41.8107,58.8407,11.0279,0.8121,2349.4666
67,Capitalist,Wood,0.3329,160.5436,280.4857,164.2365,47.5000,116.2492,95.3249,1.0000,2349.4666
67,Capitalist,Tools,3.0289,10.2838,26.7501,12.2086,8.1658,14.5415,12.8867,1.0000,2349.4666
67,Farmland,Food,0.6139,76.1164,69.5138,25.5026,0.0000,44.0113,12.7101,0.7709,1303.3539
67,Farmland,Wood,0.3884,64.2571,70.8752,70.8752,0.0000,0.0000,18.5932,0.8944,1303.3539
67,Farmland,Tools,3.7503,8.2593,6.3487,1.4554,13.8144,0.0000,11.5925,1.0000,1303.3539
67,Forresty,Food,1.0537,41.7230,27.0924,27.0924,18.6329,0.0000,7.5884,0.8235,481.1205
67,Forresty,Wood,0.2380,180.3619,150.2478,100.2478,0.0000,50.0000,73.8138,0.8845,481.1205
67,Forresty,Tools,3.4539,9.1627,5.7349,5.7349,0.0000,0.0000,2.5436,0.9393,481.1205
67,Craftovo,Food,1.1234,39.8714,32.8158,2.6686,37.2658,0.0000,22.9581,0.8914,366.0591
67,Craftovo,Wood,0.4599,103.0248,60.0492,0.0000,110.4368,0.0000,79.4311,0.8757,366.0591
67,Craftovo,Tools,2.4159,16.9518,17.1911,8.5956,0.0000,8.5956,8.3775,0.7297,366.0591
68,Capitalist,Food,0.7948,135.5187,69.7797,8.7225,68.5981,61.0572,15.1917,0.8771,2292.0377
68,Capitalist,Wood,0.3661,245.6008,149.1128,70.1682,107.4702,0.0000,155.6887,0.9522,2292.0377
68,Capitalist,Tools,3.3318,23.6847,16.0717,9.7553,13.9293,0.0000,22.8503,1.0000,2292.0377
68,Farmland,Food,0.5525,55.2453,75.2412,3.0327,0.0000,72.2085,11.5120,0.4484,1352.4636
68,Farmland,Wood,0.3496,33.0014,54.0694,54.0694,0.0000,0.0000,17.2921,0.6782,1352.4636
68,Farmland,Tools,3.3753,4.7013,10.1060,10.1060,0.0000,0.0000,6.2434,1.0000,1352.4636
68,Forresty,Food,1.1591,40.1553,30.4259,8.4747,49.7180,0.0000,19.6042,1.0000,457.7114
68,Forresty,Wood,0.2178,147.4820,161.1429,48.0164,0.0000,113.1265,65.0900,0.7297,457.7114
68,Forresty,Tools,3.7993,12.4877,6.3969,6.3969,0.0000,0.0000,2.4013,0.7130,457.7114
68,Craftovo,Food,1.0110,22.8129,43.4668,34.2045,8.2863,0.0000,13.2369,0.7767,397.7873
68,Craftovo,Wood,0.4139,74.9371,107.0674,82.7010,0.0000,0.0000,48.1401,0.8354,397.7873
68,Craftovo,Tools,2.1743,5.1056,15.6399,0.9775,0.0000,14.6624,5.0306,0.7167,397.7873
69,Capitalist,Food,0.7262,66.2590,72.5220,4.6631,31.5146,67.8589,11.1795,0.6107,2357.4279
69,Capitalist,Wood,0.3295,198.1043,227.2529,133.3751,102.0081,38.5311,164.7111,1.0000,2357.4279
69,Capitalist,Tools,2.9986,12.6197,22.2437,1.4723,10.8955,20.7714,10.7054,1.0000,2357.4279
69,Farmland,Food,0.6077,79.8139,66.3466,33.1733,0.0000,33.1733,12.9083,0.8756,1339.8607
69,Farmland,Wood,0.3845,98.8307,56.4129,56.4129,0.0000,0.0000,19.7746,0.6701,1339.8607
69,Farmland,Tools,3.7128,8.1770,5.6569,2.2905,11.2431,0.0000,11.5129,1.0000,1339.8607
69,Forresty,Food,1.0432,28.8045,37.5703,20.4108,31.0096,0.0000,14.7697,0.9796,422.1575
69,Forresty,Wood,0.2396,159.7018,143.1692,35.7923,0.0000,107.3769,56.5807,0.7297,422.1575
69,Forresty,Tools,4.1792,8.3806,5.7345,2.0523,8.4897,0.0000,7.5687,0.8244,422.1575
69,Craftovo,Food,1.1121,33.6474,30.0229,17.6385,33.4563,0.0000,14.7182,0.9395,380.5539
69,Craftovo,Wood,0.3725,59.9788,70.7756,39.2189,36.6045,0.0000,58.5520,0.7433,380.5539
69,Craftovo,Tools,2.3918,17.9945,15.2919,3.8230,0.0000,11.4689,5.5658,0.6763,380.5539
70,Capitalist,Food,0.7988,137.0193,67.4657,8.4332,47.5000,59.0325,13.1616,0.7382,2298.0830
70,Capitalist,Wood,0.3625,219.7303,193.9928,64.2102,131.6164,0.0000,219.4857,1.0000,2298.0830
70,Capitalist,Tools,3.2984,26.0829,15.0346,11.8314,14.2514,0.0000,20.3999,1.0000,2298.0830
70,Farmland,Food,0.6685,76.0996,68.4568,18.4568,0.0000,50.0000,11.6420,0.6670,1377.8029
70,Farmland,Wood,0.4230,98.2351,57.5905,57.5905,0.0000,0.0000,17.5233,0.6784,1377.8029
70,Farmland,Tools,3.3415,7.2359,8.9838,8.9838,0.0000,0.0000,6.3279,1.0000,1377.8029
70,Forresty,Food,0.9389,12.9041,36.8346,13.5955,32.0462,0.0000,17.6309,0.8961,427.1848
70,Forresty,Wood,0.2157,121.7155,163.0352,24.4916,0.0000,138.5436,44.7402,0.6326,427.1848
70,Forresty,Tools,3.7613,4.6585,9.5509,6.0628,0.0000,0.0000,6.8652,0.6941,427.1848
70,Craftovo,Food,1.0009,25.0241,35.1186,32.5086,24.0346,0.0000,10.0838,0.9809,396.9293
70,Craftovo,Wood,0.3714,80.5006,80.7475,68.6937,0.0000,0.0000,49.2155,0.6849,396.9293
70,Craftovo,Tools,2.2650,15.1535,16.0016,1.0001,0.0000,15.0015,5.0804,0.4763,396.9293
71,Capitalist,Food,0.8739,79.0119,72.2242,14.7880,34.8728,57.4362,11.1041,0.7023,2370.6024
71,Capitalist,Wood,0.3262,211.6747,264.4330,135.3350,47.5000,129.0979,103.1430,1.0000,2370.6024
71,Capitalist,Tools,2.9686,13.3630,18.7378,5.4460,10.7184,13.2918,14.1051,1.0000,2370.6024
71,Farmland,Food,0.6796,72.5581,71.3709,34.6627,0.0000,36.7082,10.4347,0.8967,1311.7572
71,Farmland,Wood,0.4653,127.8707,62.7063,35.6804,122.6430,0.0000,77.1633,1.0000,1311.7572
71,Farmland,Tools,3.6757,13.3078,5.4310,0.9379,12.6272,0.0000,12.5746,1.0000,1311.7572
71,Forresty,Food,0.8450,29.1212,37.9984,37.9984,0.0000,0.0000,6.4902,0.7823,442.6806
71,Forresty,Wood,0.2372,180.6620,157.5722,107.5722,0.0000,50.0000,84.2820,0.8389,442.6806
71,Forresty,Tools,3.3852,5.3352,8.2246,8.2246,0.0000,0.0000,2.7302,0.9466,442.6806
